petal.length,petal.width,sepal.length,sepal.width,variety
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.3,0.1,0.1,red
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.2,green
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.2,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.2,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
0.1,0.2,0.3,blue
